#SampleID	DateOfCollection	TimeOfCollection	Notes	City	Office	OfficeLocation	Row	Surface	TimePoint	TimePointCategory	Cooler
F1C.3.Dr.007	7/9/2013	14:10:00	no_data	flagstaff	1	ceiling	3	drywall	007	2	no_data
F1F.3.Ca.007	7/9/2013	14:10:00	no_data	flagstaff	1	floor	3	carpet	007	2	no_data
F1F.3.Ce.007	7/9/2013	14:10:00	no_data	flagstaff	1	floor	3	ceiling	007	2	no_data
F1F.3.Dr.007	7/9/2013	14:10:00	no_data	flagstaff	1	floor	3	drywall	007	2	no_data
F1W.3.Ca.007	7/9/2013	14:10:00	no_data	flagstaff	1	wall	3	carpet	007	2	no_data
F1W.3.Ce.007	7/9/2013	14:10:00	no_data	flagstaff	1	wall	3	ceiling	007	2	no_data
F1W.3.Dr.007	7/9/2013	14:10:00	no_data	flagstaff	1	wall	3	drywall	007	2	no_data
F2C.3.Ca.007	7/9/2013	14:50:00	no_data	flagstaff	2	ceiling	3	carpet	007	2	no_data
F2C.3.Ce.007	7/9/2013	14:50:00	no_data	flagstaff	2	ceiling	3	ceiling	007	2	no_data
F2C.3.Dr.007	7/9/2013	14:50:00	no_data	flagstaff	2	ceiling	3	drywall	007	2	no_data
F2F.3.Ca.007	7/9/2013	14:50:00	no_data	flagstaff	2	floor	3	carpet	007	2	no_data
F2F.3.Ce.007	7/9/2013	14:50:00	no_data	flagstaff	2	floor	3	ceiling	007	2	no_data
F2F.3.Dr.007	7/9/2013	14:50:00	no_data	flagstaff	2	floor	3	drywall	007	2	no_data
F2W.3.Ca.007	7/9/2013	14:50:00	no_data	flagstaff	2	wall	3	carpet	007	2	no_data
F2W.3.Ce.007	7/9/2013	14:50:00	no_data	flagstaff	2	wall	3	ceiling	007	2	no_data
F2W.3.Dr.007	7/9/2013	14:50:00	no_data	flagstaff	2	wall	3	drywall	007	2	no_data
F3C.3.Ca.007	7/9/2013	15:00:00	no_data	flagstaff	3	ceiling	3	carpet	007	2	no_data
F3C.3.Ce.007	7/9/2013	15:00:00	no_data	flagstaff	3	ceiling	3	ceiling	007	2	no_data
F3C.3.Dr.007	7/9/2013	15:00:00	no_data	flagstaff	3	ceiling	3	drywall	007	2	no_data
F3F.3.Ca.007	7/9/2013	15:00:00	no_data	flagstaff	3	floor	3	carpet	007	2	no_data
F3F.3.Ce.007	7/9/2013	15:00:00	no_data	flagstaff	3	floor	3	ceiling	007	2	no_data
F3F.3.Dr.007	7/9/2013	15:00:00	no_data	flagstaff	3	floor	3	drywall	007	2	no_data
F3W.3.Ca.007	7/9/2013	15:00:00	no_data	flagstaff	3	wall	3	carpet	007	2	no_data
